1.7425   90   0.001800   0.000719
1.7953   90   0.001900   0.000707
1.7957   90   0.003900   0.000990
1.7959   90   0.004300   0.001040
1.7961   90   0.001800   0.000671
1.7963   90   0.002200   0.000748
1.8216   90   0.001800   0.000672
1.9626   90   0.001800   0.000629
1.9864   90   0.001900   0.000662
2.2986   90   0.001900   0.000546
2.3013   90   0.001800   0.000548
2.3077   90   0.002100   0.000512
2.3080   90   0.001800   0.000488
2.3082   90   0.001800   0.000517
2.3086   90   0.002100   0.000598
2.3652   90   0.002800   0.000679
2.3660   90   0.002200   0.000602
2.3895   90   0.001800   0.000528
2.3926   90   0.002200   0.000586
2.3944   90   0.002400   0.000607
2.3956   90   0.002500   0.000623
2.3962   90   0.002200   0.000567
2.3968   90   0.002300   0.000594
2.3974   90   0.002800   0.000657
2.3980   90   0.003600   0.000753
2.3986   90   0.003800   0.000766
2.3992   90   0.003800   0.000755
2.3998   90   0.001900   0.000541
2.4004   90   0.002500   0.000613
2.4010   90   0.002300   0.000589
2.4016   90   0.002300   0.000595
2.4053   90   0.001800   0.000519
2.4119   90   0.001800   0.000512
2.4639   90   0.002100   0.000546
2.4729   90   0.002200   0.000557
2.4835   90   0.002200   0.000612
2.4837   90   0.001800   0.000538
2.4953   90   0.001900   0.000551
2.4959   90   0.003100   0.000700
2.5086   90   0.002100   0.000576
2.5203   90   0.001900   0.000548
2.5221   90   0.002500   0.000644
2.5239   90   0.002600   0.000658
2.5257   90   0.002900   0.000688
2.5263   90   0.002600   0.000660
2.5269   90   0.002300   0.000611
2.5275   90   0.002600   0.000655
2.5281   90   0.002600   0.000664
2.5293   90   0.002900   0.000692
2.5299   90   0.002500   0.000650
2.5305   90   0.002500   0.000656
2.5311   90   0.003100   0.000741
2.5324   90   0.002100   0.000600
2.5330   90   0.002700   0.000673
2.5360   90   0.002100   0.000594
2.5366   90   0.001900   0.000563
2.5372   90   0.002100   0.000604
2.5402   90   0.002900   0.000698
2.5420   90   0.003100   0.000717
2.5450   90   0.002700   0.000650
2.5457   90   0.002700   0.000649
2.5469   90   0.001900   0.000531
2.5477   90   0.002300   0.000573
2.5485   90   0.002500   0.000568
2.5489   90   0.002200   0.000532
2.5493   90   0.002600   0.000557
2.5495   90   0.002200   0.000511
2.5497   90   0.002300   0.000519
2.5499   90   0.002100   0.000485
2.5501   90   0.002100   0.000476
2.5502   90   0.002600   0.000534
2.5503   90   0.002500   0.000525
2.5504   90   0.003100   0.000582
2.5506   90   0.001900   0.000460
2.5507   90   0.002500   0.000521
2.5509   90   0.002200   0.000511
2.5511   90   0.002500   0.000560
2.5512   90   0.002500   0.000570
2.5513   90   0.002800   0.000613
2.5515   90   0.003800   0.000737
2.5517   90   0.002300   0.000585
2.5519   90   0.003200   0.000717
2.5521   90   0.001900   0.000557
2.5523   90   0.003400   0.000750
2.5525   90   0.002100   0.000593
2.5529   90   0.002900   0.000712
2.5533   90   0.002800   0.000698
2.5535   90   0.002500   0.000662
2.5537   90   0.002600   0.000673
2.5541   90   0.002200   0.000609
2.5543   90   0.001800   0.000556
2.5545   90   0.001900   0.000567
2.5551   90   0.001800   0.000552
2.5555   90   0.002400   0.000644
2.5559   90   0.003500   0.000768
2.5563   90   0.002400   0.000631
2.5575   90   0.002400   0.000637
2.5581   90   0.003400   0.000744
2.5587   90   0.003200   0.000724
2.5593   90   0.002400   0.000618
2.5600   90   0.003400   0.000740
2.5606   90   0.003600   0.000752
2.5618   90   0.004300   0.000824
2.5624   90   0.003700   0.000745
2.5628   90   0.003400   0.000718
2.5632   90   0.003200   0.000682
2.5636   90   0.004300   0.000794
2.5640   90   0.003700   0.000728
2.5644   90   0.003900   0.000748
2.5648   90   0.002600   0.000616
2.5652   90   0.004100   0.000755
2.5656   90   0.002900   0.000647
2.5660   90   0.003400   0.000685
2.5664   90   0.005200   0.000835
2.5668   90   0.003600   0.000707
2.5672   90   0.004800   0.000799
2.5676   90   0.003600   0.000707
2.5680   90   0.004100   0.000763
2.5684   90   0.004300   0.000783
2.5688   90   0.004800   0.000834
2.5692   90   0.004100   0.000773
2.5696   90   0.004800   0.000847
2.5700   90   0.004800   0.000880
2.5704   90   0.003800   0.000770
2.5708   90   0.004200   0.000819
2.5712   90   0.003300   0.000745
2.5720   90   0.005100   0.000909
2.5724   90   0.004600   0.000875
2.5728   90   0.005600   0.000992
2.5732   90   0.004500   0.000876
2.5737   90   0.004700   0.000896
2.5741   90   0.004300   0.000854
2.5745   90   0.003600   0.000787
2.5749   90   0.005400   0.000963
2.5753   90   0.004700   0.000910
2.5757   90   0.005100   0.000924
2.5761   90   0.003800   0.000804
2.5769   90   0.004100   0.000836
2.5773   90   0.004400   0.000864
2.5777   90   0.004100   0.000826
2.5781   90   0.004400   0.000859
2.5785   90   0.005500   0.000963
2.5789   90   0.005200   0.000946
2.5793   90   0.006700   0.001050
2.5797   90   0.004900   0.000919
2.5801   90   0.004900   0.000912
2.5805   90   0.004500   0.000868
2.5809   90   0.006100   0.001020
2.5813   90   0.004400   0.000859
2.5817   90   0.005200   0.000936
2.5821   90   0.005300   0.000942
2.5825   90   0.004900   0.000902
2.5829   90   0.004100   0.000811
2.5833   90   0.004700   0.000882
2.5837   90   0.004800   0.000886
2.5841   90   0.004900   0.000893
2.5845   90   0.004500   0.000847
2.5849   90   0.004400   0.000854
2.5853   90   0.004900   0.000895
2.5857   90   0.004900   0.000884
2.5861   90   0.003100   0.000706
2.5865   90   0.004500   0.000841
2.5869   90   0.003800   0.000783
2.5873   90   0.005200   0.000916
2.5882   90   0.004700   0.000861
2.5886   90   0.005300   0.000919
2.5890   90   0.003600   0.000749
2.5894   90   0.003800   0.000778
2.5898   90   0.005400   0.000914
2.5902   90   0.004400   0.000832
2.5906   90   0.004900   0.000867
2.5910   90   0.003400   0.000738
2.5914   90   0.004500   0.000848
2.5918   90   0.003300   0.000714
2.5922   90   0.004500   0.000840
2.5926   90   0.004100   0.000790
2.5930   90   0.003900   0.000773
2.5934   90   0.004700   0.000840
2.5938   90   0.004800   0.000850
2.5942   90   0.003200   0.000697
2.5946   90   0.002400   0.000595
2.5950   90   0.004300   0.000803
2.5954   90   0.003600   0.000730
2.5958   90   0.003900   0.000749
2.5962   90   0.004400   0.000798
2.5966   90   0.003800   0.000753
2.5970   90   0.004700   0.000848
2.5974   90   0.003800   0.000742
2.5976   90   0.002900   0.000643
2.5982   90   0.004600   0.000809
2.5986   90   0.002600   0.000612
2.5990   90   0.003100   0.000667
2.5994   90   0.003400   0.000700
2.5998   90   0.002500   0.000587
2.6000   90   0.003300   0.000673
2.6002   90   0.003400   0.000687
2.6004   90   0.003100   0.000659
2.6006   90   0.002100   0.000539
2.6008   90   0.002200   0.000548
2.6010   90   0.002600   0.000611
2.6012   90   0.002700   0.000632
2.6015   90   0.002900   0.000646
2.6017   90   0.003200   0.000684
2.6019   90   0.002300   0.000572
2.6023   90   0.002100   0.000559
2.6025   90   0.002500   0.000596
2.6029   90   0.002300   0.000567
2.6033   90   0.002400   0.000594
2.6037   90   0.002800   0.000641
2.6041   90   0.002300   0.000578
